CustomerKey,RegionKey,HomeCountry,MacroRegion,Segment,AcquisitionChannel,JoinDate,TenureBucket,IsLoyaltyMember
17552,1,United Kingdom,EMEA,Collector,Direct,2023-12-05,2+ years,1
17553,3,Germany,EMEA,Collector,Email,2022-09-29,2+ years,1
17554,5,Brazil,Americas,Casual Fan,Organic Search,2025-08-09,0-6 months,0
17555,7,Japan,APAC,Casual Fan,Email,2025-08-07,0-6 months,1
17556,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-05-17,2+ years,1
17557,2,Spain,EMEA,Collector,Direct,2022-09-08,2+ years,0
17558,1,United Kingdom,EMEA,Hardcore Fan,Email,2021-02-09,2+ years,0
17559,5,Brazil,Americas,Hardcore Fan,Direct,2024-11-24,1-2 years,1
17560,8,Australia,APAC,Casual Fan,Email,2025-06-28,6-12 months,0
17561,5,Brazil,Americas,Hardcore Fan,Influencer,2024-10-15,1-2 years,1
17562,4,United States,Americas,Hardcore Fan,App Store,2022-12-11,2+ years,1
17563,4,United States,Americas,Casual Fan,App Store,2023-09-20,2+ years,1
17564,1,United Kingdom,EMEA,Hardcore Fan,Direct,2021-08-28,2+ years,0
17565,5,Brazil,Americas,Collector,Paid Social,2024-11-21,1-2 years,1
17566,4,United States,Americas,Collector,Direct,2025-02-12,6-12 months,1
17567,5,Brazil,Americas,Casual Fan,Direct,2022-07-16,2+ years,0
17568,7,Japan,APAC,Casual Fan,Direct,2021-06-06,2+ years,0
17569,6,Mexico,Americas,Casual Fan,Organic Search,2023-08-12,2+ years,0
17570,6,Mexico,Americas,Casual Fan,Email,2025-07-29,0-6 months,0
17571,7,Japan,APAC,Collector,Email,2024-06-02,1-2 years,0
17572,8,Australia,APAC,Casual Fan,Paid Social,2023-02-12,2+ years,1
17573,4,United States,Americas,Hardcore Fan,Email,2025-11-21,0-6 months,0
17574,1,United Kingdom,EMEA,Casual Fan,App Store,2024-04-06,1-2 years,1
17575,3,Germany,EMEA,Hardcore Fan,Influencer,2022-05-31,2+ years,1
17576,6,Mexico,Americas,Casual Fan,Email,2022-06-03,2+ years,0
17577,1,United Kingdom,EMEA,Casual Fan,Direct,2023-09-03,2+ years,0
17578,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-04-22,6-12 months,1
17579,1,United Kingdom,EMEA,Hardcore Fan,Direct,2025-07-07,0-6 months,1
17580,5,Brazil,Americas,Hardcore Fan,App Store,2022-08-10,2+ years,1
17581,4,United States,Americas,Casual Fan,Influencer,2021-07-06,2+ years,1
17582,3,Germany,EMEA,Casual Fan,Influencer,2025-05-05,6-12 months,1
17583,1,United Kingdom,EMEA,Hardcore Fan,Email,2023-04-17,2+ years,1
17584,5,Brazil,Americas,Hardcore Fan,Email,2024-03-26,1-2 years,1
17585,2,Spain,EMEA,Casual Fan,Paid Social,2025-01-02,6-12 months,0
17586,2,Spain,EMEA,Casual Fan,Email,2023-06-06,2+ years,0
17587,5,Brazil,Americas,Casual Fan,Direct,2022-08-24,2+ years,1
17588,4,United States,Americas,Casual Fan,Paid Social,2024-05-03,1-2 years,0
17589,3,Germany,EMEA,Casual Fan,Paid Social,2025-02-12,6-12 months,0
17590,5,Brazil,Americas,Hardcore Fan,App Store,2021-01-30,2+ years,0
17591,2,Spain,EMEA,Collector,Organic Search,2022-02-08,2+ years,1
17592,6,Mexico,Americas,Casual Fan,App Store,2023-09-17,2+ years,1
17593,2,Spain,EMEA,Hardcore Fan,App Store,2023-12-27,2+ years,1
17594,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-07-27,2+ years,1
17595,6,Mexico,Americas,Collector,Direct,2024-08-16,1-2 years,1
17596,5,Brazil,Americas,Hardcore Fan,Direct,2025-05-11,6-12 months,0
17597,1,United Kingdom,EMEA,Hardcore Fan,Direct,2021-03-20,2+ years,0
17598,1,United Kingdom,EMEA,Hardcore Fan,Direct,2023-08-14,2+ years,1
17599,7,Japan,APAC,Hardcore Fan,Organic Search,2024-04-07,1-2 years,1
17600,6,Mexico,Americas,Casual Fan,Influencer,2023-04-26,2+ years,1
17601,2,Spain,EMEA,Casual Fan,Influencer,2023-03-29,2+ years,1
17602,5,Brazil,Americas,Collector,Email,2024-03-07,1-2 years,1
17603,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2025-12-14,0-6 months,1
17604,4,United States,Americas,Casual Fan,Paid Social,2021-01-15,2+ years,1
17605,1,United Kingdom,EMEA,Hardcore Fan,Email,2025-06-17,6-12 months,0
17606,3,Germany,EMEA,Casual Fan,Organic Search,2025-09-13,0-6 months,0
17607,1,United Kingdom,EMEA,Casual Fan,Direct,2025-02-14,6-12 months,0
17608,3,Germany,EMEA,Hardcore Fan,Organic Search,2023-12-11,2+ years,0
17609,3,Germany,EMEA,Hardcore Fan,Direct,2022-12-22,2+ years,1
17610,3,Germany,EMEA,Casual Fan,Direct,2024-02-19,1-2 years,0
17611,1,United Kingdom,EMEA,Casual Fan,Influencer,2023-12-26,2+ years,1
17612,3,Germany,EMEA,Collector,Email,2023-11-16,2+ years,0
17613,6,Mexico,Americas,Collector,App Store,2023-03-17,2+ years,0
17614,3,Germany,EMEA,Casual Fan,Direct,2023-09-30,2+ years,0
17615,5,Brazil,Americas,Casual Fan,Organic Search,2023-06-12,2+ years,0
17616,3,Germany,EMEA,Casual Fan,Email,2023-05-10,2+ years,0
17617,3,Germany,EMEA,Hardcore Fan,App Store,2024-08-02,1-2 years,1
17618,4,United States,Americas,Collector,App Store,2023-01-17,2+ years,1
17619,8,Australia,APAC,Casual Fan,Direct,2023-12-15,2+ years,0
17620,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-10-11,2+ years,0
17621,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-10-17,2+ years,1
17622,4,United States,Americas,Casual Fan,Paid Social,2023-02-23,2+ years,0
17623,8,Australia,APAC,Casual Fan,Email,2023-11-14,2+ years,1
17624,8,Australia,APAC,Casual Fan,Email,2021-08-02,2+ years,0
17625,4,United States,Americas,Casual Fan,Direct,2023-02-27,2+ years,0
17626,3,Germany,EMEA,Hardcore Fan,Organic Search,2021-03-03,2+ years,1
17627,5,Brazil,Americas,Casual Fan,Organic Search,2021-02-21,2+ years,0
17628,4,United States,Americas,Casual Fan,Email,2025-07-20,0-6 months,0
17629,5,Brazil,Americas,Casual Fan,Direct,2024-09-19,1-2 years,0
17630,7,Japan,APAC,Hardcore Fan,Email,2023-12-12,2+ years,0
17631,6,Mexico,Americas,Collector,Direct,2021-10-26,2+ years,0
17632,4,United States,Americas,Collector,Organic Search,2022-08-31,2+ years,0
17633,3,Germany,EMEA,Hardcore Fan,App Store,2022-10-12,2+ years,1
17634,5,Brazil,Americas,Hardcore Fan,Paid Social,2021-11-18,2+ years,0
17635,3,Germany,EMEA,Casual Fan,Paid Social,2021-11-23,2+ years,1
17636,3,Germany,EMEA,Casual Fan,Email,2022-09-05,2+ years,1
17637,1,United Kingdom,EMEA,Casual Fan,Influencer,2021-01-15,2+ years,0
17638,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-11-27,2+ years,0
17639,4,United States,Americas,Hardcore Fan,Email,2022-08-19,2+ years,1
17640,7,Japan,APAC,Casual Fan,Paid Social,2024-08-22,1-2 years,1
17641,2,Spain,EMEA,Hardcore Fan,Organic Search,2023-12-01,2+ years,1
17642,4,United States,Americas,Casual Fan,Paid Social,2021-03-01,2+ years,1
17643,2,Spain,EMEA,Casual Fan,Organic Search,2021-10-16,2+ years,0
17644,1,United Kingdom,EMEA,Collector,App Store,2023-03-31,2+ years,1
17645,8,Australia,APAC,Casual Fan,Organic Search,2025-08-29,0-6 months,1
17646,7,Japan,APAC,Casual Fan,App Store,2022-04-13,2+ years,0
17647,1,United Kingdom,EMEA,Casual Fan,Email,2022-01-13,2+ years,0
17648,5,Brazil,Americas,Casual Fan,Organic Search,2021-07-11,2+ years,0
17649,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-01-29,2+ years,1
17650,8,Australia,APAC,Hardcore Fan,Email,2021-12-18,2+ years,1
17651,2,Spain,EMEA,Casual Fan,Direct,2022-09-04,2+ years,1
17652,2,Spain,EMEA,Hardcore Fan,Direct,2021-11-11,2+ years,1
17653,4,United States,Americas,Hardcore Fan,Organic Search,2024-03-09,1-2 years,1
17654,7,Japan,APAC,Casual Fan,Organic Search,2022-07-24,2+ years,1
17655,1,United Kingdom,EMEA,Casual Fan,App Store,2021-08-05,2+ years,0
17656,5,Brazil,Americas,Hardcore Fan,Email,2021-01-09,2+ years,1
17657,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-08-03,2+ years,1
17658,7,Japan,APAC,Casual Fan,Direct,2025-01-08,6-12 months,1
17659,1,United Kingdom,EMEA,Casual Fan,Email,2021-03-22,2+ years,0
17660,7,Japan,APAC,Casual Fan,App Store,2025-10-08,0-6 months,0
17661,4,United States,Americas,Casual Fan,Organic Search,2022-04-17,2+ years,0
17662,3,Germany,EMEA,Casual Fan,Email,2025-06-29,6-12 months,0
17663,8,Australia,APAC,Collector,Organic Search,2023-02-02,2+ years,1
17664,8,Australia,APAC,Hardcore Fan,Organic Search,2022-07-17,2+ years,0
17665,5,Brazil,Americas,Hardcore Fan,Paid Social,2022-03-05,2+ years,1
17666,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-12-27,2+ years,0
17667,4,United States,Americas,Casual Fan,Direct,2022-01-05,2+ years,1
17668,4,United States,Americas,Casual Fan,App Store,2021-12-27,2+ years,0
17669,4,United States,Americas,Casual Fan,Paid Social,2024-01-09,1-2 years,1
17670,4,United States,Americas,Casual Fan,Direct,2025-04-03,6-12 months,0
17671,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-11-02,0-6 months,1
17672,5,Brazil,Americas,Casual Fan,Paid Social,2023-08-15,2+ years,1
17673,5,Brazil,Americas,Hardcore Fan,Direct,2021-06-27,2+ years,1
17674,1,United Kingdom,EMEA,Hardcore Fan,App Store,2022-10-16,2+ years,0
17675,4,United States,Americas,Casual Fan,Organic Search,2022-10-12,2+ years,1
17676,4,United States,Americas,Hardcore Fan,Direct,2022-01-25,2+ years,1
17677,5,Brazil,Americas,Hardcore Fan,Direct,2023-02-10,2+ years,1
17678,1,United Kingdom,EMEA,Casual Fan,Direct,2025-07-07,0-6 months,0
17679,5,Brazil,Americas,Casual Fan,Email,2025-06-10,6-12 months,0
17680,2,Spain,EMEA,Hardcore Fan,App Store,2022-01-21,2+ years,1
17681,4,United States,Americas,Casual Fan,Paid Social,2025-11-02,0-6 months,0
17682,6,Mexico,Americas,Hardcore Fan,Email,2023-04-24,2+ years,1
17683,5,Brazil,Americas,Casual Fan,Direct,2023-08-06,2+ years,1
17684,1,United Kingdom,EMEA,Casual Fan,Organic Search,2024-01-30,1-2 years,0
17685,4,United States,Americas,Casual Fan,Paid Social,2021-05-21,2+ years,0
17686,8,Australia,APAC,Hardcore Fan,Email,2022-06-28,2+ years,1
17687,1,United Kingdom,EMEA,Collector,Organic Search,2023-07-10,2+ years,1
17688,7,Japan,APAC,Casual Fan,Organic Search,2022-05-14,2+ years,1
17689,5,Brazil,Americas,Casual Fan,App Store,2024-12-16,1-2 years,0
17690,6,Mexico,Americas,Casual Fan,Organic Search,2024-11-13,1-2 years,0
17691,2,Spain,EMEA,Collector,Paid Social,2023-07-03,2+ years,1
17692,2,Spain,EMEA,Hardcore Fan,Organic Search,2021-05-18,2+ years,1
17693,7,Japan,APAC,Casual Fan,Email,2024-04-19,1-2 years,1
17694,2,Spain,EMEA,Collector,Direct,2025-10-13,0-6 months,0
17695,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-12-12,1-2 years,1
17696,4,United States,Americas,Casual Fan,Direct,2025-04-15,6-12 months,0
17697,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2022-10-13,2+ years,1
17698,6,Mexico,Americas,Casual Fan,Email,2022-08-21,2+ years,1
17699,5,Brazil,Americas,Hardcore Fan,Paid Social,2021-06-07,2+ years,1
17700,7,Japan,APAC,Casual Fan,App Store,2025-03-17,6-12 months,0
17701,6,Mexico,Americas,Hardcore Fan,Email,2021-01-06,2+ years,1
17702,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2022-08-13,2+ years,0
17703,3,Germany,EMEA,Hardcore Fan,Influencer,2025-09-16,0-6 months,1
17704,6,Mexico,Americas,Casual Fan,Direct,2024-05-03,1-2 years,1
17705,3,Germany,EMEA,Collector,Email,2021-02-27,2+ years,1
17706,8,Australia,APAC,Casual Fan,Direct,2023-09-26,2+ years,0
17707,5,Brazil,Americas,Collector,Direct,2024-05-15,1-2 years,1
17708,1,United Kingdom,EMEA,Casual Fan,Organic Search,2025-06-19,6-12 months,0
17709,7,Japan,APAC,Collector,App Store,2024-07-03,1-2 years,1
17710,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2025-03-14,6-12 months,0
17711,1,United Kingdom,EMEA,Collector,Direct,2023-06-11,2+ years,1
17712,5,Brazil,Americas,Casual Fan,Influencer,2021-05-27,2+ years,1
17713,7,Japan,APAC,Casual Fan,App Store,2023-08-15,2+ years,0
17714,4,United States,Americas,Casual Fan,Direct,2023-04-10,2+ years,1
17715,2,Spain,EMEA,Casual Fan,Direct,2023-09-09,2+ years,1
17716,2,Spain,EMEA,Casual Fan,Organic Search,2024-05-27,1-2 years,0
17717,2,Spain,EMEA,Collector,Email,2023-07-20,2+ years,0
17718,2,Spain,EMEA,Hardcore Fan,Email,2024-04-09,1-2 years,0
17719,2,Spain,EMEA,Casual Fan,Paid Social,2025-03-21,6-12 months,0
17720,4,United States,Americas,Collector,Paid Social,2024-02-26,1-2 years,1
17721,7,Japan,APAC,Hardcore Fan,Paid Social,2023-12-06,2+ years,0
17722,2,Spain,EMEA,Collector,Paid Social,2023-03-14,2+ years,0
17723,1,United Kingdom,EMEA,Collector,App Store,2021-12-22,2+ years,0
17724,7,Japan,APAC,Hardcore Fan,Direct,2024-01-30,1-2 years,0
17725,6,Mexico,Americas,Casual Fan,Paid Social,2025-07-18,0-6 months,1
17726,7,Japan,APAC,Collector,Paid Social,2022-12-28,2+ years,1
17727,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-12-01,0-6 months,0
17728,1,United Kingdom,EMEA,Hardcore Fan,Direct,2025-01-08,6-12 months,0
17729,4,United States,Americas,Hardcore Fan,App Store,2024-07-05,1-2 years,1
17730,4,United States,Americas,Casual Fan,Direct,2021-04-11,2+ years,1
17731,4,United States,Americas,Hardcore Fan,App Store,2021-06-12,2+ years,1
17732,4,United States,Americas,Casual Fan,Email,2022-07-12,2+ years,0
17733,1,United Kingdom,EMEA,Casual Fan,Influencer,2023-10-25,2+ years,1
17734,3,Germany,EMEA,Casual Fan,Organic Search,2023-02-02,2+ years,1
17735,5,Brazil,Americas,Hardcore Fan,Direct,2024-11-08,1-2 years,1
17736,3,Germany,EMEA,Casual Fan,Paid Social,2025-01-07,6-12 months,0
17737,5,Brazil,Americas,Hardcore Fan,Email,2025-05-03,6-12 months,0
17738,3,Germany,EMEA,Hardcore Fan,Direct,2024-10-31,1-2 years,1
17739,2,Spain,EMEA,Hardcore Fan,Direct,2025-03-20,6-12 months,1
17740,2,Spain,EMEA,Hardcore Fan,Direct,2025-09-30,0-6 months,1
17741,3,Germany,EMEA,Casual Fan,Organic Search,2025-05-06,6-12 months,1
17742,1,United Kingdom,EMEA,Casual Fan,Email,2023-11-07,2+ years,0
17743,5,Brazil,Americas,Casual Fan,App Store,2024-07-07,1-2 years,0
17744,7,Japan,APAC,Hardcore Fan,Influencer,2021-12-08,2+ years,1
17745,2,Spain,EMEA,Casual Fan,Email,2022-11-28,2+ years,1
17746,1,United Kingdom,EMEA,Casual Fan,Direct,2023-09-08,2+ years,1
17747,8,Australia,APAC,Hardcore Fan,Organic Search,2022-10-09,2+ years,0
17748,2,Spain,EMEA,Casual Fan,Paid Social,2023-08-02,2+ years,0
17749,1,United Kingdom,EMEA,Hardcore Fan,App Store,2023-05-10,2+ years,1
17750,3,Germany,EMEA,Casual Fan,Email,2021-08-26,2+ years,0
17751,5,Brazil,Americas,Collector,App Store,2023-04-25,2+ years,1
17752,2,Spain,EMEA,Casual Fan,Paid Social,2025-02-23,6-12 months,0
17753,4,United States,Americas,Collector,Influencer,2024-03-30,1-2 years,0
17754,3,Germany,EMEA,Casual Fan,Organic Search,2025-02-20,6-12 months,1
17755,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-04-25,2+ years,0
17756,2,Spain,EMEA,Casual Fan,Organic Search,2024-05-04,1-2 years,0
17757,5,Brazil,Americas,Casual Fan,Paid Social,2024-02-26,1-2 years,0
17758,4,United States,Americas,Collector,Organic Search,2022-03-16,2+ years,1
17759,1,United Kingdom,EMEA,Casual Fan,Organic Search,2024-07-28,1-2 years,1
17760,1,United Kingdom,EMEA,Casual Fan,App Store,2023-10-08,2+ years,0
17761,5,Brazil,Americas,Hardcore Fan,App Store,2024-01-13,1-2 years,1
17762,6,Mexico,Americas,Hardcore Fan,Organic Search,2024-10-13,1-2 years,1
17763,2,Spain,EMEA,Casual Fan,Paid Social,2021-06-12,2+ years,0
17764,4,United States,Americas,Casual Fan,Direct,2024-09-14,1-2 years,0
17765,1,United Kingdom,EMEA,Casual Fan,Direct,2025-06-18,6-12 months,0
17766,2,Spain,EMEA,Hardcore Fan,Organic Search,2022-02-27,2+ years,1
17767,1,United Kingdom,EMEA,Hardcore Fan,App Store,2021-01-23,2+ years,0
17768,6,Mexico,Americas,Casual Fan,Email,2022-01-30,2+ years,0
17769,3,Germany,EMEA,Hardcore Fan,Email,2024-01-08,1-2 years,1
17770,6,Mexico,Americas,Hardcore Fan,Organic Search,2025-11-10,0-6 months,0
17771,5,Brazil,Americas,Hardcore Fan,Email,2024-02-15,1-2 years,0
17772,7,Japan,APAC,Casual Fan,Direct,2025-12-19,0-6 months,1
17773,2,Spain,EMEA,Casual Fan,Email,2024-09-22,1-2 years,0
17774,1,United Kingdom,EMEA,Hardcore Fan,App Store,2024-07-15,1-2 years,1
17775,8,Australia,APAC,Collector,Organic Search,2021-08-31,2+ years,1
17776,5,Brazil,Americas,Hardcore Fan,Organic Search,2024-12-13,1-2 years,1
17777,7,Japan,APAC,Hardcore Fan,Paid Social,2024-08-06,1-2 years,0
17778,1,United Kingdom,EMEA,Collector,Direct,2021-05-09,2+ years,1
17779,2,Spain,EMEA,Casual Fan,Email,2024-06-26,1-2 years,1
17780,6,Mexico,Americas,Hardcore Fan,App Store,2024-03-29,1-2 years,0
17781,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-12-02,1-2 years,0
17782,4,United States,Americas,Collector,Paid Social,2025-01-18,6-12 months,0
17783,3,Germany,EMEA,Collector,App Store,2022-05-24,2+ years,0
17784,1,United Kingdom,EMEA,Casual Fan,Email,2024-09-17,1-2 years,0
17785,2,Spain,EMEA,Casual Fan,Direct,2023-07-07,2+ years,1
17786,2,Spain,EMEA,Casual Fan,Paid Social,2024-06-18,1-2 years,1
17787,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-07-20,2+ years,0
17788,5,Brazil,Americas,Hardcore Fan,Organic Search,2025-02-01,6-12 months,0
17789,2,Spain,EMEA,Casual Fan,App Store,2022-02-17,2+ years,0
17790,2,Spain,EMEA,Casual Fan,Influencer,2021-04-23,2+ years,0
17791,7,Japan,APAC,Casual Fan,Email,2023-07-02,2+ years,0
17792,3,Germany,EMEA,Casual Fan,Organic Search,2021-06-05,2+ years,0
17793,3,Germany,EMEA,Casual Fan,Paid Social,2024-08-19,1-2 years,0
17794,5,Brazil,Americas,Hardcore Fan,Organic Search,2022-03-01,2+ years,1
17795,7,Japan,APAC,Casual Fan,Email,2021-01-17,2+ years,0
17796,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2022-05-31,2+ years,1
17797,3,Germany,EMEA,Casual Fan,Email,2025-03-08,6-12 months,1
17798,4,United States,Americas,Hardcore Fan,Organic Search,2023-12-01,2+ years,1
17799,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-10-08,2+ years,1
17800,6,Mexico,Americas,Casual Fan,Paid Social,2024-03-21,1-2 years,0
17801,8,Australia,APAC,Hardcore Fan,Paid Social,2023-12-14,2+ years,1
17802,8,Australia,APAC,Casual Fan,Paid Social,2022-12-13,2+ years,0
17803,2,Spain,EMEA,Collector,Organic Search,2023-10-12,2+ years,0
17804,2,Spain,EMEA,Hardcore Fan,Influencer,2023-05-23,2+ years,0
17805,8,Australia,APAC,Hardcore Fan,App Store,2021-12-13,2+ years,0
17806,3,Germany,EMEA,Casual Fan,Influencer,2022-10-01,2+ years,0
17807,2,Spain,EMEA,Casual Fan,Paid Social,2025-12-28,0-6 months,0
17808,5,Brazil,Americas,Hardcore Fan,Direct,2024-07-12,1-2 years,1
17809,2,Spain,EMEA,Casual Fan,Organic Search,2025-10-12,0-6 months,1
17810,2,Spain,EMEA,Hardcore Fan,Paid Social,2023-04-01,2+ years,1
17811,7,Japan,APAC,Casual Fan,Email,2022-09-28,2+ years,0
17812,1,United Kingdom,EMEA,Casual Fan,Organic Search,2021-01-02,2+ years,0
17813,1,United Kingdom,EMEA,Casual Fan,App Store,2024-05-22,1-2 years,0
17814,2,Spain,EMEA,Collector,Email,2022-02-08,2+ years,1
17815,4,United States,Americas,Collector,App Store,2023-06-07,2+ years,0
17816,1,United Kingdom,EMEA,Casual Fan,Paid Social,2023-05-24,2+ years,0
17817,3,Germany,EMEA,Casual Fan,App Store,2025-12-01,0-6 months,0
17818,5,Brazil,Americas,Casual Fan,Direct,2024-06-07,1-2 years,0
17819,7,Japan,APAC,Casual Fan,Email,2025-09-04,0-6 months,1
17820,2,Spain,EMEA,Collector,Influencer,2023-04-10,2+ years,0
17821,6,Mexico,Americas,Hardcore Fan,Email,2024-07-16,1-2 years,1
17822,2,Spain,EMEA,Collector,Influencer,2024-02-11,1-2 years,1
17823,5,Brazil,Americas,Hardcore Fan,Email,2024-03-17,1-2 years,0
17824,3,Germany,EMEA,Hardcore Fan,Email,2024-03-03,1-2 years,1
17825,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-10-17,2+ years,0
17826,5,Brazil,Americas,Hardcore Fan,Direct,2021-07-19,2+ years,0
17827,2,Spain,EMEA,Hardcore Fan,Organic Search,2022-07-30,2+ years,0
17828,1,United Kingdom,EMEA,Casual Fan,Email,2022-05-25,2+ years,1
17829,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-06-18,6-12 months,0
17830,5,Brazil,Americas,Casual Fan,App Store,2024-04-02,1-2 years,0
17831,2,Spain,EMEA,Collector,App Store,2021-05-11,2+ years,1
17832,1,United Kingdom,EMEA,Casual Fan,App Store,2021-12-13,2+ years,1
17833,1,United Kingdom,EMEA,Casual Fan,Email,2021-08-10,2+ years,0
17834,3,Germany,EMEA,Casual Fan,Direct,2024-02-21,1-2 years,1
17835,3,Germany,EMEA,Collector,App Store,2022-04-09,2+ years,1
17836,2,Spain,EMEA,Collector,App Store,2021-02-09,2+ years,0
17837,1,United Kingdom,EMEA,Hardcore Fan,Email,2022-02-26,2+ years,1
17838,3,Germany,EMEA,Casual Fan,Organic Search,2023-09-07,2+ years,0
17839,6,Mexico,Americas,Casual Fan,App Store,2021-02-14,2+ years,1
17840,5,Brazil,Americas,Casual Fan,Influencer,2021-07-09,2+ years,0
17841,7,Japan,APAC,Collector,Email,2025-10-15,0-6 months,0
17842,1,United Kingdom,EMEA,Hardcore Fan,Email,2024-05-18,1-2 years,0
17843,8,Australia,APAC,Collector,App Store,2022-09-09,2+ years,1
17844,2,Spain,EMEA,Hardcore Fan,Direct,2023-06-07,2+ years,1
17845,8,Australia,APAC,Hardcore Fan,Organic Search,2022-08-30,2+ years,0
17846,2,Spain,EMEA,Casual Fan,Organic Search,2025-05-21,6-12 months,0
17847,3,Germany,EMEA,Casual Fan,Organic Search,2021-01-24,2+ years,0
17848,2,Spain,EMEA,Collector,Direct,2025-12-03,0-6 months,1
17849,2,Spain,EMEA,Casual Fan,Organic Search,2024-11-06,1-2 years,1
17850,7,Japan,APAC,Hardcore Fan,Influencer,2025-02-26,6-12 months,1
17851,6,Mexico,Americas,Hardcore Fan,Paid Social,2024-09-22,1-2 years,1
17852,8,Australia,APAC,Casual Fan,Paid Social,2023-05-08,2+ years,1
17853,4,United States,Americas,Casual Fan,Influencer,2022-05-15,2+ years,0
17854,3,Germany,EMEA,Casual Fan,Organic Search,2022-04-30,2+ years,0
17855,1,United Kingdom,EMEA,Hardcore Fan,Email,2022-10-04,2+ years,1
17856,8,Australia,APAC,Casual Fan,Paid Social,2022-06-22,2+ years,0
17857,4,United States,Americas,Casual Fan,Organic Search,2023-12-04,2+ years,0
17858,5,Brazil,Americas,Hardcore Fan,Paid Social,2023-09-24,2+ years,0
17859,3,Germany,EMEA,Casual Fan,Direct,2025-03-17,6-12 months,0
17860,4,United States,Americas,Casual Fan,Direct,2022-10-04,2+ years,0
17861,8,Australia,APAC,Casual Fan,Organic Search,2024-06-02,1-2 years,1
17862,1,United Kingdom,EMEA,Casual Fan,App Store,2023-02-18,2+ years,0
